date,final.output.concentrate_ag,final.output.concentrate_pb,final.output.concentrate_sol,final.output.concentrate_au,final.output.recovery,final.output.tail_ag,final.output.tail_pb,final.output.tail_sol,final.output.tail_au,primary_cleaner.input.sulfate,primary_cleaner.input.depressant,primary_cleaner.input.feed_size,primary_cleaner.input.xanthate,primary_cleaner.output.concentrate_ag,primary_cleaner.output.concentrate_pb,primary_cleaner.output.concentrate_sol,primary_cleaner.output.concentrate_au,primary_cleaner.output.tail_ag,primary_cleaner.output.tail_pb,primary_cleaner.output.tail_sol,primary_cleaner.output.tail_au,primary_cleaner.state.floatbank8_a_air,primary_cleaner.state.floatbank8_a_level,primary_cleaner.state.floatbank8_b_air,primary_cleaner.state.floatbank8_b_level,primary_cleaner.state.floatbank8_c_air,primary_cleaner.state.floatbank8_c_level,primary_cleaner.state.floatbank8_d_air,primary_cleaner.state.floatbank8_d_level,rougher.calculation.sulfate_to_au_concentrate,rougher.calculation.floatbank10_sulfate_to_au_feed,rougher.calculation.floatbank11_sulfate_to_au_feed,rougher.calculation.au_pb_ratio,rougher.input.feed_ag,rougher.input.feed_pb,rougher.input.feed_rate,rougher.input.feed_size,rougher.input.feed_sol,rougher.input.feed_au,rougher.input.floatbank10_sulfate,rougher.input.floatbank10_xanthate,rougher.input.floatbank11_sulfate,rougher.input.floatbank11_xanthate,rougher.output.concentrate_ag,rougher.output.concentrate_pb,rougher.output.concentrate_sol,rougher.output.concentrate_au,rougher.output.recovery,rougher.output.tail_ag,rougher.output.tail_pb,rougher.output.tail_sol,rougher.output.tail_au,rougher.state.floatbank10_a_air,rougher.state.floatbank10_a_level,rougher.state.floatbank10_b_air,rougher.state.floatbank10_b_level,rougher.state.floatbank10_c_air,rougher.state.floatbank10_c_level,rougher.state.floatbank10_d_air,rougher.state.floatbank10_d_level,rougher.state.floatbank10_e_air,rougher.state.floatbank10_e_level,rougher.state.floatbank10_f_air,rougher.state.floatbank10_f_level,secondary_cleaner.output.tail_ag,secondary_cleaner.output.tail_pb,secondary_cleaner.output.tail_sol,secondary_cleaner.output.tail_au,secondary_cleaner.state.floatbank2_a_air,secondary_cleaner.state.floatbank2_a_level,secondary_cleaner.state.floatbank2_b_air,secondary_cleaner.state.floatbank2_b_level,secondary_cleaner.state.floatbank3_a_air,secondary_cleaner.state.floatbank3_a_level,secondary_cleaner.state.floatbank3_b_air,secondary_cleaner.state.floatbank3_b_level,secondary_cleaner.state.floatbank4_a_air,secondary_cleaner.state.floatbank4_a_level,secondary_cleaner.state.floatbank4_b_air,secondary_cleaner.state.floatbank4_b_level,secondary_cleaner.state.floatbank5_a_air,secondary_cleaner.state.floatbank5_a_level,secondary_cleaner.state.floatbank5_b_air,secondary_cleaner.state.floatbank5_b_level,secondary_cleaner.state.floatbank6_a_air,secondary_cleaner.state.floatbank6_a_level
2016-01-15 00:00:00,6.055402755737305,9.8896484375,5.50732421875,42.19202041625977,70.54121591421571,10.411961555480957,0.89544677734375,16.904296875,2.143149375915528,127.09200286865234,10.128294944763184,7.25,0.9887590408325196,8.547551155090332,10.3896484375,19.529296875,34.174427032470696,14.93652629852295,2.534912109375,7.47607421875,2.1066794395446777,1549.7757568359375,-498.9121398925781,1551.4342041015625,-516.4034423828125,1549.8739013671875,-498.6665954589844,1554.367431640625,-493.4281311035156,41885.70703125,3481.779052734375,3520.337158203125,2.838686775430068,6.100378036499023,2.284912109375,523.5463256835939,55.48659896850586,36.80859375,6.486149787902832,11.986616134643555,6.0079898834228525,11.836743354797365,6.0058183670043945,11.500770568847654,7.10107421875,28.029296875,19.79380798339844,87.10776292825425,5.0080180168151855,0.50872802734375,19.154296875,1.1702439785003662,999.7069091796876,-404.0669860839844,1603.0113525390625,-434.7150268554688,1602.375,-442.2044677734375,1598.937255859375,-451.2941284179688,1404.4720458984375,-455.4629821777344,1416.35498046875,-451.9396362304688,14.500184059143065,4.69482421875,8.7646484375,2.606184959411621,25.85310935974121,-498.5264892578125,23.893659591674805,-501.4062805175781,23.9617977142334,-495.2628173828125,21.94040870666504,-499.3409729003906,14.01683521270752,-502.4880065917969,12.099930763244627,-504.7159423828125,9.925633430480957,-498.3102111816406,8.079666137695312,-500.4709777832031,14.151341438293455,-605.8419799804688
2016-01-15 01:00:00,6.0293685698980095,9.968944097095063,5.257781484127045,42.701629246897184,69.26619763433304,10.462675680986607,0.9274521342416604,16.6345140976376,2.2249303504399105,125.62923178628321,10.296250647519589,7.25,1.002663090768438,8.558743187362364,10.497069079611038,19.369146736992725,34.11852551766282,16.250511185978592,3.049646119011773,6.733907266457876,2.353016856720522,1576.1666714925927,-500.9049649551747,1575.9506256801874,-499.8658894552365,1575.9941888759704,-499.31510740699616,1574.479258988113,-498.9316651966919,42050.8618092888,3498.3709791032525,3489.981857311497,2.8589980077877217,6.161113482574631,2.2660326347086164,525.2905808989349,57.278665859262716,35.753384867774116,6.478582788213898,11.971193238925991,6.0057659128685765,11.996162789510384,6.012593667914561,11.615865166139262,7.278806700574028,28.06706333478292,20.05097513969064,86.84326050586624,4.955377907223172,0.5366894692513677,18.965234375,1.1848274637262026,1000.2863976666647,-400.0651955652488,1600.7545865877255,-449.95343451389573,1600.4795799122414,-449.83064631263886,1600.5275885762942,-449.95364917032936,1399.2270837040319,-450.8698476235493,1399.719513943327,-450.11900130701736,14.265473510082614,4.592547039985657,9.001494288444519,2.4882483061721814,25.88053867215973,-499.98965641104974,23.8895297855587,-500.37242842723305,23.970550252203463,-500.0854732715184,22.085713737726522,-499.4468970576231,13.992281027962155,-505.5032621519214,11.950530849089846,-501.3315294298522,10.039245354830264,-500.16998256550005,7.984757202058972,-500.5821676717418,13.998352635403435,-599.7871842295434
2016-01-15 02:00:00,6.055926069440409,10.213994565804802,5.38375876850552,42.657500610812285,68.11644506978911,10.507045940742092,0.9537157271140152,16.208849166039787,2.2578891181054104,123.8198078891416,11.316279823769545,7.25,0.9912654690880957,8.603504850209509,10.354494305981527,19.16757892396715,33.969464368235286,16.491823014603757,3.1246638115909366,6.4717684794796835,2.416800330816272,1601.556163027779,-499.9977906529905,1600.3866853540771,-500.60776242573695,1602.0035419891947,-500.87006931747635,1599.541514721168,-499.82744410650633,42018.10118429923,3495.3489101220234,3502.359819419439,2.945989199022593,6.11645490220374,2.159621627728144,530.0266104403556,57.510648922805785,35.971630068884956,6.3622219892627045,11.920602779055333,6.197376938773576,11.920305202113562,6.204633180729616,11.695753296099095,7.216832587189144,27.45403684033288,19.737170023870174,86.84230825746624,4.8434598819414765,0.5464156250324514,18.80853298611111,1.1625618915425406,999.7195651701744,-400.0740284428598,1599.3373298713361,-450.0085302213704,1599.6727973002787,-449.95449144211364,1599.8493251420764,-449.95418548038856,1399.1809449822495,-449.937588155142,1400.3166819419125,-450.52714684088295,14.115662008948048,4.624775425857968,8.842895762920381,2.458186748375196,26.00524490946239,-499.9296159534489,23.88665665503111,-499.95192761922806,23.91353472743767,-499.4423428372508,23.957716537033573,-499.90198202171587,14.015015464791858,-502.5209008004169,11.912783055148717,-501.13338307498685,10.070913229558943,-500.129134560235,8.013876875828991,-500.5175722471782,14.028663115758542,-601.4273632284114
2016-01-15 03:00:00,6.047976996556645,9.97701862918006,4.858633846839269,42.6898194683523,68.34754258837711,10.422761860240989,0.883762838906712,16.532834739407733,2.1468494041210557,122.27018778800918,11.322140021530009,7.25,0.9967387041162841,7.22187854114341,8.496563209477397,15.97853818744421,28.2607428404884,16.02435944401899,2.96036174012555,6.843791441387602,2.262050660536087,1599.968720198121,-500.9517782104666,1600.6592360034726,-499.67709401449343,1600.3041439509554,-500.7279974550893,1600.4495196747657,-500.0525748227976,42029.447991017536,3498.578312656163,3499.162912001863,3.0023398743126632,6.043308871862284,2.0378070139201983,542.5903904986203,57.792734032676286,36.86224055714077,6.118189254046628,11.630093892394688,6.203177108101148,11.692449839120936,6.19657761765575,11.915046886776464,7.175615728828642,27.341277499728733,19.32081042978332,87.22642953304764,4.655287889109718,0.542525310350789,19.330199652777786,1.0797545120451186,999.8147703053301,-400.2001791778717,1600.059442275852,-450.6199482687806,1600.0128423761432,-449.91049700781736,1597.7251772879638,-450.13012727011727,1400.9431567105692,-450.030141735919,1400.234742812875,-449.7908354440484,13.73207051238,4.482452916436725,9.122856823868222,2.3220620386846105,25.94250764625,-499.1767491458682,23.95551635259005,-499.8487962356299,23.966837759230284,-500.0088124648663,23.954443214752594,-499.9447100473045,14.036510254621492,-500.8573082967765,11.99955037009419,-501.19368555146485,9.970365519510718,-499.2016400908982,7.97732419400613,-500.2559078624178,14.00555097226958,-599.9961292271635
2016-01-15 04:00:00,6.148599351485587,10.142511145538752,4.9394156422879965,42.7741409568182,66.92701582047029,10.360302434566062,0.792826234764523,16.525686066535613,2.055292275714544,117.98816918538252,11.91361294640908,7.25,1.0098692303727401,9.089427635270264,9.98678614616394,19.19986350589329,33.04493249664526,16.480185185891663,3.1120996877882217,6.550154496298896,2.2770727611716817,1601.3397068663678,-498.975456414204,1601.4378538829087,-500.3232464448328,1599.5818943950296,-500.88815215819886,1602.6495414792294,-500.5930102284809,42125.354244774215,3494.8007711761165,3506.6793151554625,3.1696151115076487,6.060915456361254,1.7868752146429483,540.5318928335455,56.04718918988595,34.34766575919257,5.663706682710763,10.957754581426933,6.198826097442226,10.960521046268791,6.194896818741058,12.411053509400752,7.240205026600096,27.041022846963678,19.216100866793283,86.68879413602453,4.552799643807941,0.5154382480278663,19.267421875,1.0126422415177028,999.6786902496003,-399.75272861786004,1600.20882427968,-449.59961392894235,1600.3577319960325,-450.03436404632964,1599.7590492717786,-449.9097993925792,1401.5609019319336,-448.87718664329805,1401.1602270450446,-450.4071278825872,14.079995502795686,4.470736753675673,8.871028280258178,2.330448007442356,26.02478701313843,-500.27909126569006,23.95534469029489,-500.59361423061296,23.985702518892197,-500.0838106622688,23.95894522318835,-499.9903085268396,14.027298071236375,-499.8386320994275,11.953070398394392,-501.05389442840385,9.925708611690363,-501.6867265467756,7.894242286884867,-500.3560348022218,13.996646594806132,-601.4966905513983
2016-01-15 05:00:00,6.4829683860688245,10.04941562520133,5.480257170465259,41.63367831827125,69.46581603505264,10.182708190779591,0.6641176841325229,16.999637554217546,1.9185856081160009,115.58125174581622,12.470773036073544,7.25,0.9657603278894742,9.553724401690603,9.816215313010746,19.167328474786547,32.07066370432707,15.931539763862087,2.8445111319091585,6.724196816550361,2.1145584458101316,1602.9649215295078,-498.090944128444,1602.0742979417691,-500.1794812521308,1602.154812000968,-498.64261394313974,1605.0201059635092,-500.5381774815486,41973.28098559487,3501.916972963597,3499.527174676984,3.026133760050288,5.80192038560401,1.8793510197599728,546.1734702474167,57.46957840656847,35.47008201599121,5.687167567880592,11.072517447316397,6.200382571152903,11.07500937263254,6.202362280384878,11.985584340740344,7.1219032547209,26.89804600715637,18.95038539797932,88.15691183260715,4.397414951456918,0.4913504686524781,19.640269097222227,0.9158353366620012,999.93413354631,-400.5995239986157,1601.0805539950259,-450.12075977436615,1603.1648050230954,-450.09773208387725,1603.3683712545471,-446.3061495406311,1403.3931000209027,-447.8999038135068,1402.9031754420666,-448.8723206519941,13.615012384969456,4.286816744274563,9.30266880273819,2.192126895172623,26.01484052329875,-498.8646700421611,23.880214062952746,-499.7384471986866,23.982634896325173,-500.4952716496505,24.009748852833138,-499.4338247582863,13.938497210599186,-500.9701677986607,11.883349659120032,-500.39529793747363,10.054147276776934,-496.3747153993965,7.965082559336188,-499.3647520771809,14.017067178923128,-599.7079154214911
2016-01-15 06:00:00,6.533849479507848,10.058140989674461,4.569099928273095,41.99531625867146,69.30083458490815,10.3045981757416,0.8073423584302266,16.72357517613305,2.0589129060625924,117.32232341036413,12.469087871518305,7.25,0.8952073563821398,8.96886901541435,10.08130644056532,18.93085506969028,33.184823095023425,16.07836756581328,2.938979257742564,6.623598115576638,2.2231516197500296,1597.5324546598583,-500.9853642633226,1602.8163211136286,-500.6967355561981,1603.5720906856766,-500.25695542580627,1597.597436688203,-500.3781921174543,41956.46897914817,3497.427365174145,3506.3527896013347,2.8679327832483708,6.0562528554584825,2.1055012006178084,523.3764385479396,56.67464717951797,34.920569864908856,6.0384359184206176,11.535898642259285,6.204974159133602,11.539227234895089,6.200515296070484,11.684306528489596,7.3048493229018305,27.063672291437783,19.319590662528032,88.16806533451772,4.478080038494534,0.5182655587957965,19.262491319444443,0.9862478018800418,999.8323728702032,-399.35352121385483,1600.7530189099514,-450.05008867633074,1599.0199662902173,-449.848507034042,1600.298266834863,-453.1028913903592,1397.8532648670914,-451.30663952394417,1397.9736695567801,-451.35562611063216,13.597056213120375,4.487864505449932,9.103047013282776,2.316720135452118,25.95759356330107,-500.1344718504741,24.07719922164917,-500.0891901230236,23.99170993151464,-500.39152828308005,23.954143616997428,-501.8721710917367,14.046819486739425,-500.971132904346,12.091542788460352,-500.50142580787,10.003247028707145,-497.08318037914114,8.010889704165825,-500.0024229632104,14.029649383342715,-600.9054697253838
2016-01-15 07:00:00,6.130822768909695,9.935481301678553,4.389812785784404,42.452726509878566,70.23097619382747,10.44328845214702,0.9493463660494632,16.689959234131706,2.143437319148663,124.592959810973,12.467402706963062,7.25,0.9012016892037784,8.545237695997287,10.22454006936815,18.735813229878744,34.02771859092096,15.797719539426053,2.881528554227617,6.872033117082384,2.1120253199921635,1597.9462656420553,-501.59230385957284,1601.0782539244915,-499.49411461162634,1602.6306877642623,-500.17374137489236,1595.9379902916207,-498.92982510238573,41812.416893009715,3497.275828138508,3501.000029953665,2.7846975259061857,5.955053052818217,2.3104317535294427,549.8427487610568,56.73032508099454,36.0913858350118,6.43385358782853,12.557906477143213,6.799275313457082,12.58310885343998,6.7983542585292085,11.182624328697017,7.258496302631166,27.23111430539025,19.50789677386829,87.66833564149847,4.728325104183621,0.5480667035778364,18.861866319444445,1.116109704607063,1000.1666017041566,-400.5566007951777,1598.8772461344172,-450.0709800281755,1598.1087170833327,-449.2113342783985,1592.8728443577731,-449.8068021068286,1396.5807522539096,-453.5483522666052,1397.2898843768617,-450.22169608126836,13.17723708032644,4.432448454168108,9.369209479755826,2.1921968848240247,25.938026165451927,-499.6577953754309,24.02017922947927,-499.7983960983919,24.03155545206933,-500.55043576951937,23.96815960141564,-499.8365127705394,13.97469068866325,-501.8196960898761,12.101324431847221,-500.5834457605017,9.873168520836769,-499.171927632754,7.993380677283183,-499.7945180693769,13.984498049254574,-600.4110700346747
2016-01-15 08:00:00,5.8341396297113075,10.071156388918558,4.8763891169759965,43.40407833082803,69.68859516475206,10.420139782896706,1.0654531509346432,17.201947915289136,2.209880835604956,131.78102627931494,12.46571754240782,7.25,0.8855353561531938,8.046685825025294,10.500064895947776,18.560288298924764,34.96497408160584,16.195419823508427,3.089922035071585,6.705633316437401,2.243816806800916,1601.6700526771542,-499.5488906352784,1598.8043545229627,-499.68964416410967,1601.6892848428495,-500.4849572718451,1602.431117392521,-500.65098207118217,41905.75798537816,3498.3321659475873,3498.12007490247,2.7288438513140987,5.87808356722353,2.3917133633957968,560.1152423471868,56.64989264992129,35.75387881702847,6.526612305808383,13.166127890246846,6.798659125882588,13.184763961223664,6.800021386048997,11.05132253300823,7.380043194161521,27.40429645856221,19.78946457535545,87.03586230135834,4.76430037021637,0.5991812846726842,18.873081597222214,1.1867797995938194,1000.0268636888144,-399.9685825179641,1599.8131044101938,-450.4811216165425,1600.024621327399,-450.36549349718734,1594.4486482121686,-449.8824276959875,1402.0336823692887,-448.54555189014985,1400.7483467893771,-450.3039910618505,13.487869916386314,4.608755677011279,9.43704434023963,2.2120835375356376,25.929511089278087,-500.0798892577287,23.977374741817822,-500.0051871326888,23.99880942156372,-500.40013325737885,23.98263323200645,-499.8263108846856,13.964029587353695,-504.2524503874904,12.060738427445823,-501.1745488163487,10.033837595910834,-501.17813258147277,7.881603928103683,-499.72943375825173,13.967134635949678,-599.0611879280332
2016-01-15 09:00:00,5.687062994376174,9.980403663052453,5.282514052788416,43.23521974339911,70.27961943433314,10.48701290919422,1.1598050541679064,17.483979096942473,2.209593186029826,138.12040887110118,12.46403237785258,7.25,0.8987790669481769,8.098984542518924,10.52532369772593,18.43658892366621,34.82649979360874,15.535213747776284,2.8666883116960524,7.2659062580267575,2.0254540755416444,1603.436598433695,-499.8643996557435,1597.4553527261253,-500.26690530736175,1600.747881921436,-500.5410015750022,1599.7540526186124,-499.2169620565265,41882.12635166515,3499.9154386437017,3519.9529542267833,2.717441802753433,5.908793491520956,2.4408994009759692,573.0760491258101,58.509261787299174,36.958539997736615,6.633002068527914,13.707774688814206,6.8202453328874,13.812673821278795,6.7906242671976065,11.116297261922742,7.297363342311647,27.49751958317227,19.497668567499375,87.65086770863545,4.6671566704909,0.615418119645781,18.907178819444443,1.167140198316839,1000.5891559653473,-398.8795863521177,1598.9752495234604,-451.23863801387773,1600.0581390064544,-451.2714484280048,1610.1828736001755,-450.4601897858431,1399.1946632340707,-450.33268104806814,1399.6382903662172,-450.1987223621286,13.209191322199047,4.550553480651644,9.813731771045259,2.073737154563644,26.059510263303892,-499.1516464169492,23.934570254156384,-499.35175806482124,23.99418350300795,-500.0785658133538,23.924481215841322,-499.9890235896468,13.989631791037715,-503.1952992914666,12.052232564203534,-500.9285474871685,9.962574123458623,-502.98635712281305,7.979219063501331,-500.14683460925454,13.981613778296964,-598.0708549918126
